Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing
0,37,Travel_Rarely,Research_Development,6,5,Technical_Degree,Male,2,Manufacturing_Director,Divorced,54670,4.0,12,0,13.0,2,7,6,7,3,4,2.0,2.0,3.0,1,1,1,1,1
0,30,Non-Travel,Sales,20,4,Other,Male,1,Healthcare_Representative,Married,53800,7.0,21,1,4.0,0,2,2,2,4,3,4.0,3.0,3.0,1,1,1,1,1
0,26,Travel_Rarely,Sales,22,3,Medical,Female,5,Laboratory _Technician,Married,51510,1.0,15,3,8.0,3,8,7,7,3,2,3.0,3.0,3.0,1,1,1,1,1
0,42,Travel_Rarely,Sales,2,2,Medical,Female,1,Laboratory _Technician,Single,21330,3.0,13,2,14.0,2,1,0,0,3,4,3.0,4.0,3.0,1,1,1,1,1
0,36,Non-Travel,Human_Resources,22,3,HR,Male,2,Laboratory _Technician,Single,24320,4.0,22,0,7.0,4,1,0,0,4,3,3.0,4.0,4.0,1,1,1,1,1
0,36,Travel_Frequently,Research_Development,5,3,Life_Sciences,Female,2,Research_Scientist,Married,47710,4.0,13,1,16.0,2,13,1,12,3,3,4.0,2.0,2.0,1,1,1,1,1
0,57,Travel_Rarely,Research_Development,17,4,Life_Sciences,Male,5,Research_Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,3,4,4.0,2.0,3.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,6,3,Other,Male,2,Sales_Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,3,3,4.0,3.0,4.0,1,1,1,1,1
0,21,Non-Travel,Research_Development,1,5,Life_Sciences,Female,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,3,2,2.0,4.0,4.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,4,3,Life_Sciences,Male,4,Research_Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,3,2,3.0,4.0,4.0,1,1,1,1,1
0,46,Non-Travel,Sales,2,4,Marketing,Female,2,Laboratory _Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3,3,2.0,2.0,3.0,1,1,1,1,1
0,50,Travel_Rarely,Research_Development,7,3,Medical,Female,3,Laboratory _Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,3,3,3.0,3.0,4.0,1,1,1,1,1
0,31,Travel_Rarely,Research_Development,1,3,Life_Sciences,Male,4,Human_Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,4,2,1.0,3.0,3.0,1,1,1,1,1
0,29,Travel_Rarely,Research_Development,1,3,Life_Sciences,Female,2,Research_Director,Single,66670,9.0,12,1,6.0,6,3,1,2,3,4,4.0,4.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,23,3,Life_Sciences,Female,3,Sales_Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3,4,2.0,1.0,4.0,1,1,1,1,1
0,27,Travel_Rarely,Sales,2,3,Life_Sciences,Male,1,Sales_Executive,Divorced,23670,1.0,12,1,5.0,2,5,0,4,3,4,4.0,2.0,4.0,1,1,1,1,1
0,28,Travel_Rarely,Research_Development,2,2,Medical,Male,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,3,3,1.0,4.0,3.0,1,1,1,1,1
0,49,Travel_Rarely,Sales,2,3,Technical_Degree,Male,2,Manufacturing_Director,Single,52040,8.0,14,1,26.0,3,5,0,0,3,4,3.0,3.0,3.0,1,1,1,1,1
0,51,Travel_Rarely,Research_Development,1,2,Life_Sciences,Male,1,Sales_Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,4,4,,2.0,1.0,1,1,0,1,1
0,36,Travel_Rarely,Sales,12,2,Life_Sciences,Male,1,Sales_Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,3,4,4.0,4.0,3.0,1,1,1,1,1
0,55,Travel_Rarely,Sales,21,3,Marketing,Male,1,Laboratory _Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3,3,4.0,4.0,3.0,1,1,1,1,1
0,24,Travel_Rarely,Research_Development,1,3,Life_Sciences,Female,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,3,3,4.0,4.0,2.0,1,1,1,1,1
0,30,Travel_Rarely,Research_Development,2,3,Life_Sciences,Female,2,Manager,Married,59680,,13,0,1.0,3,1,0,0,3,4,1.0,3.0,2.0,0,1,1,1,1
0,22,Travel_Rarely,Research_Development,13,5,Other,Male,1,Research_Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,3,4,3.0,4.0,4.0,1,1,1,1,1
0,36,Travel_Rarely,Research_Development,1,3,Medical,Female,5,Healthcare_Representative,Married,196360,1.0,12,1,10.0,3,10,9,0,3,3,3.0,4.0,3.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,8,1,Technical_Degree,Male,1,Sales_Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,3,3,3.0,4.0,3.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,5,2,Medical,Male,3,Research_Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3,3,3,4.0,4.0,2.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,2,3,Medical,Female,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2,3,3,4.0,2.0,1.0,1,1,1,1,1
0,37,Travel_Rarely,Sales,7,1,Marketing,Male,3,Sales_Executive,Single,44400,2.0,11,1,18.0,3,1,0,1,3,4,2.0,3.0,3.0,1,1,1,1,1
0,43,Travel_Rarely,Sales,8,2,Life_Sciences,Female,1,Sales_Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9,3,4,2.0,3.0,4.0,1,1,1,1,1
0,40,Travel_Rarely,Sales,5,2,Life_Sciences,Female,1,Laboratory _Technician,Married,26470,6.0,13,0,20.0,2,1,0,0,3,4,4.0,4.0,2.0,1,1,1,1,1
0,54,Travel_Rarely,Human_Resources,7,3,Life_Sciences,Female,2,Manufacturing_Director,Married,63230,4.0,23,1,24.0,2,4,1,2,4,4,4.0,4.0,3.0,1,1,1,1,1
0,34,Non-Travel,Research_Development,22,3,Medical,Male,1,Laboratory _Technician,Married,56770,9.0,20,1,6.0,3,3,1,2,4,3,4.0,3.0,2.0,1,1,1,1,1
0,31,Travel_Rarely,Research_Development,8,4,Life_Sciences,Male,3,Sales_Executive,Married,21870,1.0,15,1,13.0,2,13,3,12,3,3,4.0,2.0,4.0,1,1,1,1,1
0,43,Travel_Frequently,Sales,11,3,Life_Sciences,Female,1,Manufacturing_Director,Married,37480,7.0,14,2,8.0,3,3,1,2,3,3,2.0,2.0,4.0,1,1,1,1,1
0,43,Travel_Rarely,Sales,22,4,Life_Sciences,Male,2,Sales_Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,3,3,4.0,2.0,1.0,1,1,1,1,1
0,25,Travel_Rarely,Human_Resources,6,2,HR,Male,1,Manufacturing_Director,Single,86330,1.0,19,1,5.0,2,5,1,3,3,4,4.0,4.0,3.0,1,1,1,1,1
0,37,Non-Travel,Research_Development,1,3,Medical,Male,3,Laboratory _Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,4,4,2.0,4.0,4.0,1,1,1,1,1
0,31,Travel_Rarely,Research_Development,19,1,Medical,Male,3,Laboratory _Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,3,4,2.0,4.0,4.0,1,1,1,1,1
0,39,Travel_Frequently,Research_Development,21,4,Technical_Degree,Female,1,Sales_Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,4,3,2.0,4.0,4.0,1,1,1,1,1
0,56,Travel_Frequently,Research_Development,16,4,Life_Sciences,Female,3,Sales_Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3,4,2.0,4.0,4.0,1,1,1,1,1
0,30,Travel_Rarely,Sales,4,4,Medical,Female,2,Manufacturing_Director,Single,54100,0.0,17,1,6.0,2,5,4,4,3,3,1.0,3.0,3.0,1,1,1,1,1
0,41,Travel_Rarely,Research_Development,6,3,Technical_Degree,Female,3,Research_Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,3,4,2.0,4.0,4.0,1,1,1,1,1
0,28,Travel_Rarely,Research_Development,6,3,Medical,Male,3,Healthcare_Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,3,3,4.0,4.0,3.0,1,1,1,1,1
0,52,Travel_Rarely,Research_Development,21,2,Life_Sciences,Female,2,Sales_Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4,4,3.0,4.0,2.0,1,1,1,1,1
0,45,Travel_Rarely,Research_Development,2,3,Medical,Female,1,Sales_Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,3,2,1.0,2.0,4.0,1,1,1,1,1
0,52,Travel_Rarely,Research_Development,10,3,Medical,Male,2,Research_Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,3,3,2.0,4.0,4.0,1,1,1,1,1
0,42,Travel_Frequently,Sales,8,3,Marketing,Female,2,Healthcare_Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,3,3,4.0,4.0,4.0,1,1,1,1,1
0,30,Travel_Rarely,Sales,20,3,Marketing,Male,1,Sales_Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,4,4,3.0,3.0,4.0,1,1,1,1,1
0,60,Travel_Rarely,Research_Development,8,3,Life_Sciences,Female,1,Manufacturing_Director,Married,22690,5.0,18,1,33.0,4,29,11,10,3,4,1.0,2.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Sales,15,4,Marketing,Female,1,Sales_Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,1,4,3.0,4.0,4.0,1,1,1,1,1
0,42,Travel_Frequently,Research_Development,14,4,Technical_Degree,Male,4,Sales_Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,2,4,4.0,1.0,4.0,1,1,1,1,1
0,38,Travel_Frequently,Sales,2,3,Marketing,Female,2,Sales_Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,1,2,3.0,3.0,3.0,1,1,1,1,1
0,40,Travel_Rarely,Sales,21,4,Marketing,Female,1,Sales_Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,2,2,1.0,4.0,4.0,1,1,1,1,1
0,26,Travel_Rarely,Research_Development,2,2,Medical,Female,4,Healthcare_Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,4,1,3.0,4.0,4.0,1,1,1,1,1
0,30,Non-Travel,Research_Development,12,3,Medical,Female,2,Sales_Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,3,4,4.0,4.0,3.0,1,1,1,1,1
0,29,Travel_Rarely,Research_Development,6,3,Medical,Female,3,Manufacturing_Director,Married,194310,1.0,11,0,10.0,3,10,0,7,3,2,4.0,4.0,3.0,1,1,1,1,1
0,30,Non-Travel,Research_Development,2,4,Life_Sciences,Female,3,Research_Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,1,3,2.0,2.0,4.0,1,1,1,1,1
0,57,Travel_Rarely,Research_Development,2,2,Life_Sciences,Male,4,Research_Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,2,4,1.0,1.0,3.0,1,1,1,1,1
0,50,Travel_Rarely,Sales,8,4,Life_Sciences,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,1,4,1.0,4.0,3.0,1,1,1,1,1
0,30,Non-Travel,Sales,8,2,Life_Sciences,Male,3,Laboratory _Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,4,4,4.0,4.0,4.0,1,1,1,1,1
0,60,Travel_Frequently,Research_Development,13,3,Life_Sciences,Female,4,Laboratory _Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,4,4,2.0,4.0,4.0,1,1,1,1,1
0,47,Travel_Rarely,Research_Development,1,3,Technical_Degree,Male,5,Manufacturing_Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,3,3,4.0,2.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Sales,3,1,Technical_Degree,Male,1,Laboratory _Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,4,2,3.0,2.0,2.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,12,2,Medical,Female,2,Laboratory _Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,3,4,4.0,4.0,4.0,1,1,1,1,1
0,54,Travel_Rarely,Research_Development,2,4,Medical,Male,2,Human_Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3,2,2.0,2.0,4.0,1,1,1,1,1
0,34,Travel_Rarely,Sales,6,2,Life_Sciences,Male,1,Laboratory _Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,3,3,4.0,3.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,1,Healthcare_Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,3,3,3.0,3.0,3.0,1,1,1,1,1
0,31,Travel_Rarely,Research_Development,6,3,Life_Sciences,Male,2,Research_Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3,4,4.0,2.0,4.0,1,1,1,1,1
0,30,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,1,Sales_Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,3,2,2.0,3.0,3.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,10,2,Medical,Female,2,Sales_Representative,Married,28090,4.0,23,1,,2,8,0,0,4,3,4.0,4.0,3.0,1,0,1,1,1
0,42,Travel_Frequently,Research_Development,2,4,Medical,Female,1,Research_Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,3,2,4.0,3.0,4.0,1,1,1,1,1
0,36,Non-Travel,Research_Development,2,4,Medical,Male,1,Research_Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,1,2,2.0,2.0,4.0,1,1,1,1,1
0,48,Travel_Rarely,Research_Development,5,3,Medical,Male,1,Laboratory _Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,2,3,3.0,3.0,4.0,1,1,1,1,1
0,55,Travel_Rarely,Research_Development,1,3,Medical,Female,1,Sales_Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,1,3,4.0,2.0,4.0,1,1,1,1,1
0,41,Non-Travel,Research_Development,2,2,Life_Sciences,Female,2,Research_Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,3,4,4.0,3.0,3.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,18,3,Medical,Female,1,Sales_Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,3,3,1.0,3.0,4.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,12,3,Life_Sciences,Female,2,Laboratory _Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,3,3,2.0,4.0,4.0,1,1,1,1,1
0,39,Travel_Frequently,Research_Development,10,1,Medical,Male,1,Research_Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3,3,4.0,2.0,4.0,1,1,1,1,1
0,31,Travel_Rarely,Research_Development,1,4,Life_Sciences,Male,3,Research_Director,Single,61420,4.0,13,2,10.0,2,6,0,5,3,4,1.0,4.0,2.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,4,3,Medical,Male,3,Sales_Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,3,3,2.0,4.0,3.0,1,1,1,1,1
0,45,Travel_Rarely,Research_Development,2,1,Medical,Female,4,Sales_Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,4,1,4.0,4.0,4.0,1,1,1,1,1
0,29,Travel_Rarely,Research_Development,4,3,Medical,Male,1,Research_Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,3,1,4.0,4.0,3.0,1,1,1,1,1
0,33,Travel_Rarely,Research_Development,13,3,Medical,Female,1,Laboratory _Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,2,3,4.0,2.0,2.0,1,1,1,1,1
0,31,Travel_Rarely,Research_Development,2,4,Life_Sciences,Female,1,Sales_Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,2,2,4.0,3.0,2.0,1,1,1,1,1
0,40,Non-Travel,Research_Development,1,4,Technical_Degree,Female,2,Laboratory _Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,3,3,4.0,4.0,4.0,1,1,1,1,1
0,41,Non-Travel,Research_Development,18,3,Life_Sciences,Male,2,Manufacturing_Director,Single,26700,2.0,15,2,10.0,2,8,0,7,3,3,2.0,3.0,2.0,1,1,1,1,1
0,26,Travel_Rarely,Research_Development,7,4,Medical,Male,3,Healthcare_Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,3,2,2.0,4.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,13,4,Medical,Male,2,Human_Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,2,4,3.0,2.0,3.0,1,1,1,1,1
0,34,Travel_Rarely,Research_Development,21,3,Medical,Male,1,Laboratory _Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,2,2,1.0,4.0,4.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,6,1,Life_Sciences,Male,1,Sales_Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,2,4,2.0,3.0,4.0,1,1,1,1,1
0,46,Travel_Frequently,Research_Development,3,1,Medical,Male,5,Human_Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,3,4,2.0,4.0,4.0,1,1,1,1,1
0,41,Travel_Rarely,Research_Development,19,1,Life_Sciences,Male,1,Research_Director,Married,26610,7.0,14,1,22.0,2,18,11,8,3,3,2.0,3.0,4.0,1,1,1,1,1
0,37,Non-Travel,Research_Development,6,2,Medical,Male,1,Sales_Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,3,4,4.0,4.0,2.0,1,1,1,1,1
0,52,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory _Technician,Divorced,99800,3.0,11,1,18.0,2,10,6,9,1,3,3.0,4.0,4.0,1,1,1,1,1
0,24,Travel_Frequently,Sales,18,3,Life_Sciences,Female,1,Healthcare_Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,2,4,1.0,3.0,4.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,4,3,Life_Sciences,Female,1,Research_Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,1,4,2.0,4.0,2.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,1,4,Technical_Degree,Female,5,Research_Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,1,4,3.0,4.0,4.0,1,1,1,1,1
0,49,Travel_Rarely,Sales,17,1,Life_Sciences,Male,1,Sales_Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,2,3,4.0,4.0,3.0,1,1,1,1,1
0,24,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales_Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,3,4,4.0,4.0,2.0,1,1,1,1,1
0,26,Travel_Rarely,Research_Development,15,4,Technical_Degree,Female,4,Sales_Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,3,3,4.0,2.0,4.0,1,1,1,1,1
0,24,Travel_Rarely,Sales,6,3,Medical,Female,1,Laboratory _Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,3,3,1.0,4.0,1.0,1,1,1,1,1
0,50,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales_Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,3,2,4.0,2.0,4.0,1,1,1,1,1
0,25,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,1,Research_Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,1,3,3.0,4.0,4.0,1,1,1,1,1
0,34,Travel_Rarely,Sales,5,2,Life_Sciences,Male,4,Research_Director,Married,102480,1.0,12,1,6.0,4,6,1,3,3,4,1.0,4.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,2,3,Life_Sciences,Female,5,Sales_Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,2,3,1.0,4.0,4.0,1,1,1,1,1
0,31,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales_Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,1,4,4.0,3.0,4.0,1,1,1,1,1
0,27,Travel_Rarely,Sales,18,4,Medical,Male,1,Sales_Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,3,4,2.0,2.0,3.0,1,1,1,1,1
0,37,Travel_Rarely,Sales,7,4,Marketing,Female,2,Laboratory _Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,3,3,4.0,4.0,4.0,1,1,1,1,1
0,20,Travel_Rarely,Research_Development,14,4,Medical,Female,1,Sales_Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,2,3,4.0,4.0,3.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,22,4,Life_Sciences,Female,2,Manufacturing_Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3,3,3.0,3.0,4.0,1,1,1,1,1
0,43,Travel_Rarely,Research_Development,8,5,Technical_Degree,Female,2,Sales_Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,3,3,4.0,3.0,3.0,1,1,1,1,1
0,38,Travel_Rarely,Human_Resources,2,4,Medical,Male,1,Human_Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,3,4,3.0,4.0,4.0,1,1,1,1,1
0,43,Travel_Frequently,Sales,3,3,Medical,Female,2,Healthcare_Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,3,2,2.0,4.0,3.0,1,1,1,1,1
0,48,Travel_Rarely,Research_Development,6,1,Medical,Male,2,Laboratory _Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,3,2,2.0,4.0,4.0,1,1,1,1,1
0,44,Travel_Rarely,Sales,23,4,Marketing,Male,2,Sales_Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,4,2,3.0,4.0,4.0,1,1,1,1,1
0,34,Travel_Rarely,Research_Development,10,4,Life_Sciences,Female,1,Laboratory _Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,4,4,4.0,3.0,2.0,1,1,1,1,1
0,21,Travel_Rarely,Sales,13,2,Life_Sciences,Male,3,Sales_Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,3,4,4.0,3.0,3.0,1,1,1,1,1
0,44,Travel_Rarely,Research_Development,2,2,Life_Sciences,Male,1,Laboratory _Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,1,3,4.0,4.0,4.0,1,1,1,1,1
0,22,Travel_Rarely,Research_Development,2,2,Medical,Female,2,Laboratory _Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,3,4,4.0,3.0,3.0,1,1,1,1,1
0,33,Travel_Rarely,Sales,10,4,Marketing,Female,2,Manufacturing_Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3,4,4.0,4.0,4.0,1,1,1,1,1
0,32,Travel_Rarely,Research_Development,1,1,Life_Sciences,Female,1,Healthcare_Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,2,3,4.0,2.0,4.0,1,1,1,1,1
0,30,Travel_Frequently,Research_Development,3,5,Technical_Degree,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3,4,4.0,3.0,3.0,1,1,1,1,1
0,53,Travel_Rarely,Research_Development,19,3,Other,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,1,3,4.0,2.0,3.0,1,1,1,1,1
0,34,Travel_Rarely,Research_Development,1,5,Medical,Male,1,Research_Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,3,4,3.0,4.0,3.0,1,1,1,1,1
0,26,Travel_Rarely,Research_Development,6,2,Life_Sciences,Male,1,Manufacturing_Director,Married,54540,1.0,13,1,3.0,5,3,0,2,3,3,2.0,4.0,3.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,3,3,Medical,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,2,3,4.0,3.0,3.0,1,1,1,1,1
0,29,Travel_Rarely,Research_Development,2,3,Life_Sciences,Female,1,Healthcare_Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,1,4,4.0,4.0,4.0,1,1,1,1,1
0,35,Travel_Rarely,Research_Development,8,5,Medical,Female,4,Laboratory _Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,3,3,4.0,4.0,3.0,1,1,1,1,1
0,33,Travel_Frequently,Research_Development,6,3,Technical_Degree,Male,2,Laboratory _Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,4,4,2.0,2.0,4.0,1,1,1,1,1
0,54,Travel_Rarely,Research_Development,4,2,Life_Sciences,Female,2,Sales_Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,3,3,4.0,3.0,3.0,1,1,1,1,1
0,36,Travel_Rarely,Research_Development,6,3,Life_Sciences,Male,2,Research_Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,3,4,3.0,3.0,3.0,1,1,1,1,1
0,27,Travel_Rarely,Sales,7,3,Marketing,Male,5,Research_Director,Single,59930,0.0,14,1,5.0,3,4,1,1,3,3,2.0,3.0,2.0,1,1,1,1,1
0,35,Non-Travel,Research_Development,2,1,Medical,Male,1,Research_Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0,1,1,1,1,1
0,23,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,1,Healthcare_Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,3,3,4.0,3.0,3.0,1,1,1,1,1
0,25,Travel_Rarely,Research_Development,9,3,Medical,Male,2,Manufacturing_Director,Married,100960,0.0,11,1,4.0,3,3,1,2,3,4,4.0,4.0,3.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,13,3,Life_Sciences,Male,5,Research_Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,4,2,2.0,3.0,4.0,1,1,1,1,1
0,29,Travel_Frequently,Sales,2,4,Life_Sciences,Male,4,Healthcare_Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,3,2,4.0,4.0,1.0,1,1,1,1,1
0,48,Travel_Rarely,Research_Development,13,3,Technical_Degree,Male,1,Sales_Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,3,3,3.0,4.0,2.0,1,1,1,1,1
0,27,Travel_Frequently,Sales,3,3,Technical_Degree,Male,5,Laboratory _Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,3,3,4.0,4.0,3.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,13,3,Life_Sciences,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,3,4,4.0,4.0,1.0,1,1,1,1,1
0,50,Travel_Rarely,Sales,4,3,Medical,Male,1,Laboratory _Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,3,3,4.0,3.0,3.0,1,1,1,1,1
0,34,Travel_Rarely,Research_Development,14,1,Medical,Male,1,Healthcare_Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,4,3,2.0,2.0,3.0,1,1,1,1,1
0,39,Travel_Rarely,Research_Development,10,5,Medical,Female,1,Sales_Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,3,2,4.0,4.0,4.0,1,1,1,1,1
0,32,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,5,Research_Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,3,4,2.0,3.0,4.0,1,1,1,1,1
